instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
322,18-11-2011,winter,2011,nov,0,friday,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392
152,01-06-2011,summer,2011,june,0,wednesday,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974
303,30-10-2011,winter,2011,oct,0,sunday,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331
191,10-07-2011,fall,2011,july,0,sunday,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881
587,09-08-2012,fall,2012,aug,0,thursday,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286
349,15-12-2011,winter,2011,dec,0,thursday,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709
244,01-09-2011,fall,2011,sep,0,thursday,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115
88,29-03-2011,summer,2011,mar,0,tuesday,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425
664,25-10-2012,winter,2012,oct,0,thursday,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359
419,23-02-2012,spring,2012,feb,0,thursday,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062
289,16-10-2011,winter,2011,oct,0,sunday,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041
649,10-10-2012,winter,2012,oct,0,wednesday,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691
167,16-06-2011,summer,2011,june,0,thursday,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767
596,18-08-2012,fall,2012,aug,0,saturday,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865
685,15-11-2012,winter,2012,nov,0,thursday,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445
156,05-06-2011,summer,2011,june,0,sunday,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906
357,23-12-2011,spring,2011,dec,0,friday,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
382,17-01-2012,spring,2012,Jan,0,tuesday,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935
280,07-10-2011,winter,2011,oct,0,friday,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985
127,07-05-2011,summer,2011,may,0,saturday,0,1,0.52,0.512621,0.54125,0.16045,1612,3102,4714
23,23-01-2011,spring,2011,Jan,0,sunday,0,1,0.0965217,0.0988391,0.436522,0.2466,150,836,986
617,08-09-2012,fall,2012,sep,0,saturday,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
666,27-10-2012,winter,2012,oct,0,saturday,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852
283,10-10-2011,winter,2011,oct,1,monday,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117
472,16-04-2012,summer,2012,april,1,monday,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370
368,03-01-2012,spring,2012,Jan,0,tuesday,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236
26,26-01-2011,spring,2011,Jan,0,wednesday,1,3,0.2175,0.2036,0.8625,0.29385,34,472,506
197,16-07-2011,fall,2011,july,0,saturday,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923
65,06-03-2011,spring,2011,mar,0,sunday,0,2,0.376522,0.366252,0.948261,0.343287,114,491,605
16,16-01-2011,spring,2011,Jan,0,sunday,0,1,0.231667,0.234217,0.48375,0.188433,251,953,1204
467,11-04-2012,summer,2012,april,0,wednesday,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862
298,25-10-2011,winter,2011,oct,0,tuesday,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687
622,13-09-2012,fall,2012,sep,0,thursday,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804
337,03-12-2011,winter,2011,dec,0,saturday,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614
27,27-01-2011,spring,2011,Jan,0,thursday,1,1,0.195,0.2197,0.6875,0.113837,15,416,431
589,11-08-2012,fall,2012,aug,0,saturday,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299
44,13-02-2011,spring,2011,feb,0,sunday,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589
498,12-05-2012,summer,2012,may,0,saturday,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429
516,30-05-2012,summer,2012,may,0,wednesday,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855
700,30-11-2012,winter,2012,nov,0,friday,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668
562,15-07-2012,fall,2012,july,0,sunday,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031
455,30-03-2012,summer,2012,mar,0,friday,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459
388,23-01-2012,spring,2012,Jan,0,monday,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432
72,13-03-2011,spring,2011,mar,0,sunday,0,1,0.384348,0.380091,0.527391,0.270604,982,1435,2417
543,26-06-2012,fall,2012,june,0,tuesday,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442
457,01-04-2012,summer,2012,april,0,sunday,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041
634,25-09-2012,winter,2012,sep,0,tuesday,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538
432,07-03-2012,spring,2012,mar,0,wednesday,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916
628,19-09-2012,fall,2012,sep,0,wednesday,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591
654,15-10-2012,winter,2012,oct,0,monday,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875
265,22-09-2011,fall,2011,sep,0,thursday,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795
210,29-07-2011,fall,2011,july,0,friday,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846
317,13-11-2011,winter,2011,nov,0,sunday,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717
514,28-05-2012,summer,2012,may,1,monday,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043
314,10-11-2011,winter,2011,nov,0,thursday,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933
535,18-06-2012,summer,2012,june,0,monday,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099
320,16-11-2011,winter,2011,nov,0,wednesday,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817
8,08-01-2011,spring,2011,Jan,0,saturday,0,2,0.165,0.162254,0.535833,0.266804,68,891,959
394,29-01-2012,spring,2012,Jan,0,sunday,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243
142,22-05-2011,summer,2011,may,0,sunday,0,1,0.604167,0.5745,0.749583,0.148008,1576,3084,4660
87,28-03-2011,summer,2011,mar,0,monday,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028
479,23-04-2012,summer,2012,april,0,monday,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214
504,18-05-2012,summer,2012,may,0,friday,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639
216,04-08-2011,fall,2011,aug,0,thursday,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576
581,03-08-2012,fall,2012,aug,0,friday,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175
563,16-07-2012,fall,2012,july,0,monday,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830
399,03-02-2012,spring,2012,feb,0,friday,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151
669,30-10-2012,winter,2012,oct,0,tuesday,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096
491,05-05-2012,summer,2012,may,0,saturday,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883
253,10-09-2011,fall,2011,sep,0,saturday,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345
469,13-04-2012,summer,2012,april,0,friday,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398
358,24-12-2011,spring,2011,dec,0,saturday,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
255,12-09-2011,fall,2011,sep,0,monday,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713
277,04-10-2011,winter,2011,oct,0,tuesday,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456
179,28-06-2011,fall,2011,june,0,tuesday,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648
282,09-10-2011,winter,2011,oct,0,sunday,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511
391,26-01-2012,spring,2012,Jan,0,thursday,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075
509,23-05-2012,summer,2012,may,0,wednesday,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260
584,06-08-2012,fall,2012,aug,0,monday,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013
130,10-05-2011,summer,2011,may,0,tuesday,1,1,0.5325,0.522721,0.489167,0.115671,694,4109,4803
145,25-05-2011,summer,2011,may,0,wednesday,1,1,0.660833,0.615542,0.69625,0.154233,740,4238,4978
646,07-10-2012,winter,2012,oct,0,sunday,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510
716,16-12-2012,winter,2012,dec,0,sunday,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786
73,14-03-2011,spring,2011,mar,0,monday,1,1,0.325217,0.332,0.496957,0.136926,359,1687,2046
236,24-08-2011,fall,2011,aug,0,wednesday,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130
38,07-02-2011,spring,2011,feb,0,monday,1,1,0.271667,0.303658,0.738333,0.0454083,120,1592,1712
